orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,periodid,periodname,periodcode,perioddescription,Population de l'Aire de Santé
République Démocratique du Congo,kl Kwilu Province,kl Vanga Zone de Santé,kl Mbanza Dibundu Aire de Santé,VBjAUVnneT1,kl Mbanza Dibundu Aire de Santé,31310422,,2020,2020,2020,,4836
République Démocratique du Congo,kl Kwilu Province,kl Yasa Bonga Zone de Santé,kl Mbanza Gobari Aire de Santé,gztiF09yCOi,kl Mbanza Gobari Aire de Santé,31320517,,2020,2020,2020,,14296
République Démocratique du Congo,kl Kwilu Province,kl Kingandu Zone de Santé,kl Mbanza Kikapa Aire de Santé,BKAAC0hvOwf,kl Mbanza Kikapa Aire de Santé,31350215,,2020,2020,2020,,7239
République Démocratique du Congo,kl Kwilu Province,kl Yasa Bonga Zone de Santé,kl Mbanza Mfumu Nkento Aire de Santé,LFMMS2oNh3b,kl Mbanza Mfumu Nkento Aire de Santé,31320518,,2020,2020,2020,,9934
République Démocratique du Congo,kl Kwilu Province,kl Yasa Bonga Zone de Santé,kl Mbanza Nganda Aire de Santé,cBSwXX6uHpe,kl Mbanza Nganda Aire de Santé,,,2020,2020,2020,,7010
République Démocratique du Congo,kl Kwilu Province,kl Yasa Bonga Zone de Santé,kl Mbanza Wamba Aire de Santé,vpSttcG0Nmy,kl Mbanza Wamba Aire de Santé,31320519,,2020,2020,2020,,10460
République Démocratique du Congo,kl Kwilu Province,kl Bagata Zone de Santé,kl Mbaya Lareme Aire de Santé,kuiPYgtO47o,kl Mbaya Lareme Aire de Santé,31330111,,2020,2020,2020,,7713
République Démocratique du Congo,kl Kwilu Province,kl Djuma Zone de Santé,kl Mbelo CKE  Aire de Santé,y1cmyDmXrKJ,kl Mbelo CKE  Aire de Santé,,,2020,2020,2020,,5947
République Démocratique du Congo,kl Kwilu Province,kl Moanza Zone de Santé,kl Mbenga Aire de Santé,kx40LV9GRnh,kl Mbenga Aire de Santé,31320217,,2020,2020,2020,,14583
République Démocratique du Congo,kl Kwilu Province,kl Bulungu Zone de Santé,kl Mbeni Aire de Santé,mDWcSQVV2MN,kl Mbeni Aire de Santé,31310113,,2020,2020,2020,,10430
République Démocratique du Congo,kl Kwilu Province,kl Kimputu Zone de Santé,kl Mbeo Aire de Santé,rFLCfl3wUbE,kl Mbeo Aire de Santé,31340319,,2020,2020,2020,,6185
République Démocratique du Congo,kl Kwilu Province,kl Bulungu Zone de Santé,kl Mbimbi Aire de Santé,a9dOVk4Uge0,kl Mbimbi Aire de Santé,31310114,,2020,2020,2020,,6843
République Démocratique du Congo,kl Kwilu Province,kl Gungu Zone de Santé,kl Mbondo Kibale Aire de Santé,G3VqD1Hl1M1,kl Mbondo Kibale Aire de Santé,31350123,,2020,2020,2020,,6221
République Démocratique du Congo,kl Kwilu Province,kl Kikongo Zone de Santé,kl Mbonga Aire de Santé,THnHzOe02hF,kl Mbonga Aire de Santé,31330213,,2020,2020,2020,,7577
République Démocratique du Congo,kl Kwilu Province,kl Mokala Zone de Santé,kl Mbongi Aire de Santé,OMUjWKD6Vtj,kl Mbongi Aire de Santé,31340514,,2020,2020,2020,,5517
République Démocratique du Congo,kl Kwilu Province,kl Mosango Zone de Santé,kl Mbulu Aire de Santé,cW2WFh09MeP,kl Mbulu Aire de Santé,31320311,,2020,2020,2020,,7195
République Démocratique du Congo,kl Kwilu Province,kl Kikongo Zone de Santé,kl Mbulunkumbi Aire de Santé,qx8RR1vi7r3,kl Mbulunkumbi Aire de Santé,31330214,,2020,2020,2020,,8630
République Démocratique du Congo,kl Kwilu Province,kl Vanga Zone de Santé,kl Mbushi Aire de Santé,l0y03cKcuqt,kl Mbushi Aire de Santé,31310423,,2020,2020,2020,,14234
République Démocratique du Congo,kl Kwilu Province,kl Sia Zone de Santé,kl Mbwasa Aire de Santé,zwZCXL7OrC5,kl Mbwasa Aire de Santé,31330312,,2020,2020,2020,,4711
République Démocratique du Congo,kl Kwilu Province,kl Djuma Zone de Santé,kl Miah Aire de Santé,clnnTvXAUmn,kl Miah Aire de Santé,31310218,,2020,2020,2020,,4895
République Démocratique du Congo,kl Kwilu Province,kl Koshibanda Zone de Santé,kl Mikano Aire de Santé,saH6yl2yJoI,kl Mikano Aire de Santé,31340419,,2020,2020,2020,,6454
République Démocratique du Congo,kl Kwilu Province,kl Idiofa Zone de Santé,kl Mikungu Aire de Santé,Ft56aWUPusR,kl Mikungu Aire de Santé,31340130,,2020,2020,2020,,10758
République Démocratique du Congo,kl Kwilu Province,kl Djuma Zone de Santé,kl Mikwi Secteur Aire de Santé,vum3zRWvTq3,kl Mikwi Secteur Aire de Santé,31310219,,2020,2020,2020,,7544
République Démocratique du Congo,kl Kwilu Province,kl Vanga Zone de Santé,kl Milundu Nsia Aire de Santé,ZziYvN2lF0E,kl Milundu Nsia Aire de Santé,31310424,,2020,2020,2020,,12368
République Démocratique du Congo,kl Kwilu Province,kl Koshibanda Zone de Santé,kl Mingandji Aire de Santé,KRaWa8FGC1R,kl Mingandji Aire de Santé,31340420,,2020,2020,2020,,8822
République Démocratique du Congo,kl Kwilu Province,kl Pay Kongila Zone de Santé,kl Minzimba Aire de Santé,jWrAsYrZ8lZ,kl Minzimba Aire de Santé,31320417,,2020,2020,2020,,5142
République Démocratique du Congo,kl Kwilu Province,kl Koshibanda Zone de Santé,kl Misangi Aire de Santé,LTKeyuVJCFC,kl Misangi Aire de Santé,31340421,,2020,2020,2020,,7669
République Démocratique du Congo,kl Kwilu Province,kl Kikongo Zone de Santé,kl Misay Aire de Santé,OK19KjNe2kk,kl Misay Aire de Santé,31330215,,2020,2020,2020,,9213
République Démocratique du Congo,kl Kwilu Province,kl Kikwit Sud Zone de Santé,kl Misengi Aire de Santé,jIuodCPyBLd,kl Misengi Aire de Santé,31430138,,2020,2020,2020,,10540
République Démocratique du Congo,kl Kwilu Province,kl Bulungu Zone de Santé,kl Mitshakila Aire de Santé,du4KCZmBOls,kl Mitshakila Aire de Santé,31310115,,2020,2020,2020,,10369
République Démocratique du Congo,kl Kwilu Province,kl Djuma Zone de Santé,kl Moaka Aire de Santé,BWhVLneZx6C,kl Moaka Aire de Santé,31310220,,2020,2020,2020,,13982
République Démocratique du Congo,kl Kwilu Province,kl Mokala Zone de Santé,kl Mobini Aire de Santé,sBv4dbdOgBr,kl Mobini Aire de Santé,31340515,,2020,2020,2020,,6021
République Démocratique du Congo,kl Kwilu Province,kl Vanga Zone de Santé,kl Mobu Aire de Santé,GcZ5CqamCV8,kl Mobu Aire de Santé,31310425,,2020,2020,2020,,6952
République Démocratique du Congo,kl Kwilu Province,kl Mokala Zone de Santé,kl Mokala Aire de Santé,JaUOVA2B3fi,kl Mokala Aire de Santé,31340516,,2020,2020,2020,,10900
République Démocratique du Congo,kl Kwilu Province,kl Vanga Zone de Santé,kl Moliambo Aire de Santé,pfJIryghvNV,kl Moliambo Aire de Santé,31310426,,2020,2020,2020,,13066
République Démocratique du Congo,kl Kwilu Province,kl Djuma Zone de Santé,kl Molili Aire de Santé,keIOehMwRlp,kl Molili Aire de Santé,31310221,,2020,2020,2020,,5079
République Démocratique du Congo,kl Kwilu Province,kl Vanga Zone de Santé,kl Monsia Aire de Santé,SkAKkBvE37L,kl Monsia Aire de Santé,31310427,,2020,2020,2020,,5785
République Démocratique du Congo,kl Kwilu Province,kl Moanza Zone de Santé,kl Mosambo Aire de Santé,Ki3Y5kuPFBk,kl Mosambo Aire de Santé,31320218,,2020,2020,2020,,9622
République Démocratique du Congo,kl Kwilu Province,kl Mosango Zone de Santé,kl Mosango Aire de Santé,EoCU2TgmISd,kl Mosango Aire de Santé,31320312,,2020,2020,2020,,11246
République Démocratique du Congo,kl Kwilu Province,kl Lusanga Zone de Santé,kl Mosenge Aire de Santé,B5E9ZAshuaC,kl Mosenge Aire de Santé,31310324,,2020,2020,2020,,5823
République Démocratique du Congo,kl Kwilu Province,kl Kimputu Zone de Santé,kl Mosengo Monene Aire de Santé,GlqNUPpddNU,kl Mosengo Monene Aire de Santé,31340320,,2020,2020,2020,,8917
République Démocratique du Congo,kl Kwilu Province,kl Bagata Zone de Santé,kl Moterensiene Aire de Santé,NYRFpwwWN3l,kl Moterensiene Aire de Santé,31330112,,2020,2020,2020,,11844
République Démocratique du Congo,kl Kwilu Province,kl Bulungu Zone de Santé,kl Mpene Aire de Santé,C1sK90oeJIt,kl Mpene Aire de Santé,31310116,,2020,2020,2020,,9469
République Démocratique du Congo,kl Kwilu Province,kl Sia Zone de Santé,kl Mpo Aire de Santé,BlYt0BDL0jB,kl Mpo Aire de Santé,31330313,,2020,2020,2020,,9341
République Démocratique du Congo,kl Kwilu Province,kl Idiofa Zone de Santé,kl Mpom Aire de Santé,uIvpvajNyAX,kl Mpom Aire de Santé,31340131,,2020,2020,2020,,5641
République Démocratique du Congo,kl Kwilu Province,kl Djuma Zone de Santé,kl Mubolo Aire de Santé,Rb65m9sD3UE,kl Mubolo Aire de Santé,31310222,,2020,2020,2020,,6502
République Démocratique du Congo,kl Kwilu Province,kl Mosango Zone de Santé,kl Mudiambu Aire de Santé,gM8kNOo2R9F,kl Mudiambu Aire de Santé,31320313,,2020,2020,2020,,7552
République Démocratique du Congo,kl Kwilu Province,kl Vanga Zone de Santé,kl Mudiambu Aire de Santé,RMKRtfLQU98,kl Mudiambu Aire de Santé,,,2020,2020,2020,,6013
République Démocratique du Congo,kl Kwilu Province,kl Masi Manimba Zone de Santé,kl Mudingongo Aire de Santé,pOIVzqNuW1J,kl Mudingongo Aire de Santé,31320118,,2020,2020,2020,,12261
République Démocratique du Congo,kl Kwilu Province,kl Mukedi Zone de Santé,kl Mujima Aire de Santé,e49P51bx4zU,kl Mujima Aire de Santé,31350320,,2020,2020,2020,,7029
République Démocratique du Congo,kl Kwilu Province,kl Kikwit Sud Zone de Santé,kl Mukasa Aire de Santé,S3BUTJhdO5V,kl Mukasa Aire de Santé,31430139,,2020,2020,2020,,16324
République Démocratique du Congo,kl Kwilu Province,kl Mukedi Zone de Santé,kl Mukedi Aire de Santé,SpWHpriJT31,kl Mukedi Aire de Santé,31350321,,2020,2020,2020,,14474
République Démocratique du Congo,kl Kwilu Province,kl Yasa Bonga Zone de Santé,kl Mukengi Aire de Santé,kBsCb8xI0eh,kl Mukengi Aire de Santé,31320520,,2020,2020,2020,,5859
République Démocratique du Congo,kl Kwilu Province,kl Vanga Zone de Santé,kl Mukinzi Aire de Santé,Jlv866qoj5M,kl Mukinzi Aire de Santé,31310429,,2020,2020,2020,,6766
République Démocratique du Congo,kl Kwilu Province,kl Ipamu Zone de Santé,kl Mukoko Aire de Santé,OPE6kIyUEBm,kl Mukoko Aire de Santé,31340221,,2020,2020,2020,,10937
République Démocratique du Congo,kl Kwilu Province,kl Gungu Zone de Santé,kl Mukoso 2 Aire de Santé,FGyfWfkGiNu,kl Mukoso 2 Aire de Santé,31350124,,2020,2020,2020,,13629
République Démocratique du Congo,kl Kwilu Province,kl Gungu Zone de Santé,kl Mukuku Aire de Santé,PVLLqJwPDHK,kl Mukuku Aire de Santé,31350125,,2020,2020,2020,,6071
République Démocratique du Congo,kl Kwilu Province,kl Kikongo Zone de Santé,kl Mukula Nzadi Aire de Santé,i8IQ4XPOp1b,kl Mukula Nzadi Aire de Santé,31330216,,2020,2020,2020,,9820
République Démocratique du Congo,kl Kwilu Province,kl Djuma Zone de Santé,kl Mulashi Aire de Santé,jZ1yhQ3Fbv6,kl Mulashi Aire de Santé,31310223,,2020,2020,2020,,6660
République Démocratique du Congo,kl Kwilu Province,kl Gungu Zone de Santé,kl Mulopo Aire de Santé,LNOZOUMP4Ce,kl Mulopo Aire de Santé,31350126,,2020,2020,2020,,8723
République Démocratique du Congo,kl Kwilu Province,kl Mosango Zone de Santé,kl Muluma Aire de Santé,UCOHNnN3tly,kl Muluma Aire de Santé,31320314,,2020,2020,2020,,7591
République Démocratique du Congo,kl Kwilu Province,kl Mungindu Zone de Santé,kl Mulwa Aire de Santé,gc51muYNdLt,kl Mulwa Aire de Santé,31350414,,2020,2020,2020,,7886
République Démocratique du Congo,kl Kwilu Province,kl Kikongo Zone de Santé,kl Mumbanda Aire de Santé,AsxgU4LEJKb,kl Mumbanda Aire de Santé,31330217,,2020,2020,2020,,8213
République Démocratique du Congo,kl Kwilu Province,kl Bagata Zone de Santé,kl Munana Aire de Santé,wVx0lxJtgnj,kl Munana Aire de Santé,,,2020,2020,2020,,5896
République Démocratique du Congo,kl Kwilu Province,kl Gungu Zone de Santé,kl Mundundu Aire de Santé,uJqRVVMqC7e,kl Mundundu Aire de Santé,31350127,,2020,2020,2020,,7254
République Démocratique du Congo,kl Kwilu Province,kl Koshibanda Zone de Santé,kl Mungay Aire de Santé,UYtiUpHLyQP,kl Mungay Aire de Santé,31340422,,2020,2020,2020,,9708
République Démocratique du Congo,kl Kwilu Province,kl Mungindu Zone de Santé,kl Mungayi Aire de Santé,n0jzzr7d3ms,kl Mungayi Aire de Santé,,,2020,2020,2020,,5438
République Démocratique du Congo,kl Kwilu Province,kl Mungindu Zone de Santé,kl Mungindu 1 Aire de Santé,usuZSj2jMyA,kl Mungindu 1 Aire de Santé,31350415,,2020,2020,2020,,9876
République Démocratique du Congo,kl Kwilu Province,kl Mungindu Zone de Santé,kl Mungindu 2 Aire de Santé,kwmoCecgm7v,kl Mungindu 2 Aire de Santé,31350416,,2020,2020,2020,,8874
République Démocratique du Congo,kl Kwilu Province,kl Pay Kongila Zone de Santé,kl Mungulu Aire de Santé,lS6NN152BL9,kl Mungulu Aire de Santé,31320418,,2020,2020,2020,,6098
République Démocratique du Congo,kl Kwilu Province,kl Vanga Zone de Santé,kl Mupulu Aire de Santé,bciDloeWIJT,kl Mupulu Aire de Santé,31310430,,2020,2020,2020,,8876
République Démocratique du Congo,kl Kwilu Province,kl Bandundu Zone de Santé,kl Musaba Aire de Santé,DcuFYZhC4Ue,kl Musaba Aire de Santé,31110115,,2020,2020,2020,,13015
République Démocratique du Congo,kl Kwilu Province,kl Mukedi Zone de Santé,kl Musanga Lubwe Aire de Santé,kEN07r9QNzV,kl Musanga Lubwe Aire de Santé,31350322,,2020,2020,2020,,9082
République Démocratique du Congo,kl Kwilu Province,kl Mokala Zone de Santé,kl Musele Aire de Santé,MyAnZNETYMA,kl Musele Aire de Santé,31340517,,2020,2020,2020,,6245
République Démocratique du Congo,kl Kwilu Province,kl Bulungu Zone de Santé,kl Musenge Aire de Santé,tAABMOBiUt6,kl Musenge Aire de Santé,31310117,,2020,2020,2020,,8322
République Démocratique du Congo,kl Kwilu Province,kl Koshibanda Zone de Santé,kl Musenge B Aire de Santé,DAmDKhDINCL,kl Musenge B Aire de Santé,31340423,,2020,2020,2020,,8805
République Démocratique du Congo,kl Kwilu Province,kl Koshibanda Zone de Santé,kl Musenge K Aire de Santé,StJrIi1UIII,kl Musenge K Aire de Santé,31340424,,2020,2020,2020,,10430
République Démocratique du Congo,kl Kwilu Province,kl Idiofa Zone de Santé,kl Musenge Mputu Aire de Santé,iBWIDtnRLB4,kl Musenge Mputu Aire de Santé,31340132,,2020,2020,2020,,5023
République Démocratique du Congo,kl Kwilu Province,kl Bandundu Zone de Santé,kl Mushie Pentane Aire de Santé,l3c1itxsjHK,kl Mushie Pentane Aire de Santé,31110116,,2020,2020,2020,,6511
République Démocratique du Congo,kl Kwilu Province,kl Bagata Zone de Santé,kl Mushuni Aire de Santé,uy4LcHqXANa,kl Mushuni Aire de Santé,31330113,,2020,2020,2020,,5599
République Démocratique du Congo,kl Kwilu Province,kl Gungu Zone de Santé,kl Mutombo Kangu Aire de Santé,UZv22V4yxzm,kl Mutombo Kangu Aire de Santé,31350128,,2020,2020,2020,,7220
République Démocratique du Congo,kl Kwilu Province,kl Bulungu Zone de Santé,kl Mutoyi Aire de Santé,jkbtgSXmByC,kl Mutoyi Aire de Santé,31310118,,2020,2020,2020,,5905
République Démocratique du Congo,kl Kwilu Province,kl Moanza Zone de Santé,kl Mutubu Aire de Santé,XzNa33cMVC6,kl Mutubu Aire de Santé,31320219,,2020,2020,2020,,7080
République Démocratique du Congo,kl Kwilu Province,kl Vanga Zone de Santé,kl Muwaka Aire de Santé,E6ba6mel7KJ,kl Muwaka Aire de Santé,31310431,,2020,2020,2020,,5390
République Démocratique du Congo,kl Kwilu Province,kl Mosango Zone de Santé,kl Muwanda Aire de Santé,nHzQ8WdlFEd,kl Muwanda Aire de Santé,31320315,,2020,2020,2020,,6176
République Démocratique du Congo,kl Kwilu Province,kl Djuma Zone de Santé,kl Muyele Tango Aire de Santé,MD4jhPb37eO,kl Muyele Tango Aire de Santé,31310224,,2020,2020,2020,,9406
République Démocratique du Congo,kl Kwilu Province,kl Djuma Zone de Santé,kl Muyene Aire de Santé,W0GcGS6goLE,kl Muyene Aire de Santé,31310225,,2020,2020,2020,,8410
République Démocratique du Congo,kl Kwilu Province,kl Bulungu Zone de Santé,kl Muyombo Aire de Santé,d6oJHMffgUI,kl Muyombo Aire de Santé,31310119,,2020,2020,2020,,13828
République Démocratique du Congo,kl Kwilu Province,kl Mokala Zone de Santé,kl Muzo Aire de Santé,QOcBUX8xbe1,kl Muzo Aire de Santé,31340518,,2020,2020,2020,,7976
République Démocratique du Congo,kl Kwilu Province,kl Lusanga Zone de Santé,kl Mvunda Aire de Santé,s9CwoJJZNzt,kl Mvunda Aire de Santé,31310325,,2020,2020,2020,,10921
République Démocratique du Congo,kl Kwilu Province,kl Koshibanda Zone de Santé,kl Mwabo Aire de Santé,yRjGfbnKvPD,kl Mwabo Aire de Santé,31340425,,2020,2020,2020,,7701
République Démocratique du Congo,kl Kwilu Province,kl Kikwit Nord Zone de Santé,kl Mwandeke Aire de Santé,vzvolGKMstO,kl Mwandeke Aire de Santé,31410112,,2020,2020,2020,,9532
République Démocratique du Congo,kl Kwilu Province,kl Kikwit Sud Zone de Santé,kl Mwanga Dibaya Aire de Santé,GkXo5N1dduV,kl Mwanga Dibaya Aire de Santé,31430140,,2020,2020,2020,,19032
République Démocratique du Congo,kl Kwilu Province,kl Idiofa Zone de Santé,kl Mwilambongo Aire de Santé,PFZaMUCOkqf,kl Mwilambongo Aire de Santé,31340133,,2020,2020,2020,,12834
République Démocratique du Congo,kl Kwilu Province,kl Sia Zone de Santé,kl Ndana Aire de Santé,afEYpXoMiPc,kl Ndana Aire de Santé,,,2020,2020,2020,,6346
République Démocratique du Congo,kl Kwilu Province,kl Bagata Zone de Santé,kl Ndana Aire de Santé,YyX1sBgg4ls,kl Ndana Aire de Santé,31330114,,2020,2020,2020,,9373
République Démocratique du Congo,kl Kwilu Province,kl Bandundu Zone de Santé,kl Ndika Ndika Aire de Santé,H0DZVFhZsqS,kl Ndika Ndika Aire de Santé,31110117,,2020,2020,2020,,12879
République Démocratique du Congo,kl Kwilu Province,kl Vanga Zone de Santé,kl Ndunga Aire de Santé,MFqIPv1YRhE,kl Ndunga Aire de Santé,31310432,,2020,2020,2020,,13841
République Démocratique du Congo,kl Kwilu Province,kl Idiofa Zone de Santé,kl Ndungu Aire de Santé,LRUbHXej5kO,kl Ndungu Aire de Santé,31340134,,2020,2020,2020,,3393
République Démocratique du Congo,kl Kwilu Province,kl Bulungu Zone de Santé,kl Ndwiy Aire de Santé,JGRTpOD3WqN,kl Ndwiy Aire de Santé,31310120,,2020,2020,2020,,8700
République Démocratique du Congo,kl Kwilu Province,kl Djuma Zone de Santé,kl Ngamakoko Aire de Santé,vLmEbr1PlT6,kl Ngamakoko Aire de Santé,,,2020,2020,2020,,5271
République Démocratique du Congo,kl Kwilu Province,kl Mokala Zone de Santé,kl Ngamfumu Aire de Santé,rQI0XUHoYCT,kl Ngamfumu Aire de Santé,31340519,,2020,2020,2020,,2394
République Démocratique du Congo,kl Kwilu Province,kl Bulungu Zone de Santé,kl Ngandungala Aire de Santé,TLKHAIj6BhF,kl Ngandungala Aire de Santé,31310121,,2020,2020,2020,,8153
République Démocratique du Congo,kl Kwilu Province,kl Vanga Zone de Santé,kl Nganga Aire de Santé,sNlTiHn3fnT,kl Nganga Aire de Santé,31310433,,2020,2020,2020,,5699
République Démocratique du Congo,kl Kwilu Province,kl Mukedi Zone de Santé,kl Ngashi Dibaya Aire de Santé,gvnSYDVmtxV,kl Ngashi Dibaya Aire de Santé,31350323,,2020,2020,2020,,6096
République Démocratique du Congo,kl Kwilu Province,kl Mukedi Zone de Santé,kl Ngashi MC Aire de Santé,O3b2rxIe1oM,kl Ngashi MC Aire de Santé,31350324,,2020,2020,2020,,5204
République Démocratique du Congo,kl Kwilu Province,kl Sia Zone de Santé,kl Ngelebanga Aire de Santé,ZUYiz9K9fi6,kl Ngelebanga Aire de Santé,31330315,,2020,2020,2020,,4278
République Démocratique du Congo,kl Kwilu Province,kl Bagata Zone de Santé,kl Ngelewe Aire de Santé,VOxC5O5bHJG,kl Ngelewe Aire de Santé,,,2020,2020,2020,,5356
République Démocratique du Congo,kl Kwilu Province,kl Kikongo Zone de Santé,kl Ngi Aire de Santé,wtSiVhjhso7,kl Ngi Aire de Santé,31330218,,2020,2020,2020,,3677
République Démocratique du Congo,kl Kwilu Province,kl Kikwit Sud Zone de Santé,kl Ngonga Aire de Santé,EVQx1Yxtt5B,kl Ngonga Aire de Santé,31430141,,2020,2020,2020,,11118
République Démocratique du Congo,kl Kwilu Province,kl Kimputu Zone de Santé,kl Ngoso Aire de Santé,iLV3fHO3dtF,kl Ngoso Aire de Santé,31340321,,2020,2020,2020,,5921
République Démocratique du Congo,kl Kwilu Province,kl Mukedi Zone de Santé,kl Ngudi Aire de Santé,XsjRntdAx94,kl Ngudi Aire de Santé,31350325,,2020,2020,2020,,9569
République Démocratique du Congo,kl Kwilu Province,kl Sia Zone de Santé,kl Ngudi Aire de Santé,yZJdFE7XoT6,kl Ngudi Aire de Santé,,,2020,2020,2020,,2206
